matricula,delegacion,nivel_acceso,email
98274276,27,Docente,test@pruebas.com
8480893,26,Docente,test@pruebas.com
9120769,26,Docente,test@pruebas.com
99386024,35,Docente,test@pruebas.com
11874031,21,Docente,test@pruebas.com
99250559,25,Docente,test@pruebas.com
99373029,37,Docente,test@pruebas.com
98051982,05,Docente,test@pruebas.com
11897872,05,Docente,test@pruebas.com
9995641,24,Docente,test@pruebas.com
991417771,14,Docente,test@pruebas.com
99021046,02,Docente,test@pruebas.com
9673601,23,Docente,test@pruebas.com
98364267,08,Docente,test@pruebas.com
98375411,37,Docente,test@pruebas.com
99204774,20,Docente,test@pruebas.com
99161174,16,Docente,test@pruebas.com
99118665,11,Docente,test@pruebas.com
99340524,34,Docente,test@pruebas.com
991412641,14,Docente,test@pruebas.com
991418542,14,Docente,test@pruebas.com
99010268,01,Docente,test@pruebas.com
8470405,14,Docente,test@pruebas.com
11505427,10,Docente,test@pruebas.com
