matricula,delegacion,nivel_acceso,email
98274276,27,5,test@pruebas.com
8480893,26,5,test@pruebas.com
9120769,26,5,test@pruebas.com
99386024,35,5,test@pruebas.com
11874031,21,5,test@pruebas.com
99250559,25,5,test@pruebas.com
99373029,37,5,test@pruebas.com
98051982,05,5,test@pruebas.com
11897872,05,5,test@pruebas.com
9995641,24,5,test@pruebas.com
991417771,14,5,test@pruebas.com
99021046,02,5,test@pruebas.com
9673601,23,5,test@pruebas.com
98364267,08,5,test@pruebas.com
98375411,37,5,test@pruebas.com
99204774,20,5,test@pruebas.com
99161174,16,5,test@pruebas.com
99118665,11,5,test@pruebas.com
99340524,34,5,test@pruebas.com
991412641,14,5,test@pruebas.com
991418542,14,5,test@pruebas.com
99010268,01,5,test@pruebas.com
8470405,14,5,test@pruebas.com
11505427,10,5,test@pruebas.com
